Module,Submodule,Parent ID,Test Case #,Scenario,Precondition,Test Data,Test steps,Expected Result,Labels,Priority,Automation Status
Pay By Link,Payment Methods,PBL-PAY,PBL-PAY-002,Pay By Link - Saved card payment Retry post failure,"PBL link active
Customer has saved card (Amex and Non-Amex card)
master_token exists
delete_status: 0","- Saved card: Visa ending 1234
- master_token_id: Valid token
- Amount: £50.00","1. Customer opens PBL link
2. Selects saved card option & Will check for the UI for the detail of CVV
3. Enters CVV (if required)
4. Submits payment
5. Completes 3DS (if required)","1. User opens the Saved card and validates if the CVV option has Back of the card, Last 3 digits is seen for Non-Amex cards. And Front of the card 4 digits, for Amex card, post that enters the wrong CVV and the sale will be navigated to Failure page as given in the payload the sale

Now use the try again option and validate if the saved card CVV option has Back of the card, Last 3 digits is seen for Non-Amex cards. And Front of the card 4 digits, for Amex card, post that enters the right CVV and sale gets

Payment SUCCESSFUL ✓

Database - payments table:
-> transaction_status_id: 1
-> transaction_method_id: 2 (saved card)
-> master_token_id: Links to token
-> gross: £50.00

Database - master_token table:
-> token: Existing token used
-> delete_status: 0 (active)

2. Saved card processed ✓
3. PBL link marked as used ✓",pbl;payment;saved_card;token;positive_test,P1,
Pay By Link,Wallet Payments,PBL-WALLET,PBL-WAL-001,Pay By Link - Google Pay payment,"- PBL link active
- Google Pay enabled for merchant
- Supported browser (Chrome)
- Customer has Google Pay configured","- Amount: £50.00
- Browser: Chrome
- Google Pay: Configured
- Card in GPay: Visa ending 5678","1. Customer opens PBL link
2. Google Pay button displayed
3. Customer clicks Google Pay
4. GPay sheet opens
5. Customer confirms payment
6. Payment processes","1. Google Pay payment SUCCESSFUL ✓

Database - payments table:
-> transaction_status_id: 1 (success)
-> transaction_method_id: 4 (Google Pay)
-> gross: £50.00
-> psp_reference: Cardstream GPay reference

2. GPay token processed ✓
3. PBL link marked as used ✓
4. Fast checkout experience ✓",pbl;payment;google_pay;wallet;positive_test,P1,
Pay By Link,Wallet Payments,PBL-WALLET,PBL-WAL-002,Pay By Link - Apple Pay payment,"- PBL link active
- Apple Pay enabled for merchant
- Safari on Apple device (iPhone/Mac)
- Customer has Apple Pay configured","- Amount: £50.00
- Device: iPhone 13
- Browser: Safari
- Apple Pay: Configured","1. Customer opens PBL link on Safari
2. Apple Pay button displayed
3. Customer clicks Apple Pay
4. Face ID / Touch ID authentication
5. Customer confirms payment
6. Payment processes","1. Apple Pay payment SUCCESSFUL ✓

Database - payments table:
-> transaction_status_id: 1 (success)
-> transaction_method_id: 3 (Apple Pay)
-> gross: £50.00
-> psp_reference: Cardstream APay reference

2. Biometric auth used ✓
3. PBL link marked as used ✓
4. Seamless mobile experience ✓",pbl;payment;apple_pay;wallet;positive_test,P1,
Pay By Link,CVV & 3DS,PBL-AUTH,PBL-CVV-001,Pay By Link - Non-3DS without CVV (both checks disabled),"- Country table: allow_cvv_override: true, allow_threeds_override: true
- PBL payload: cvv_check: false, threeds_check: false
- CVV not required, 3DS disabled","- Card: Visa 4929 4212 3460 0821
- CVV: Not entered
- Amount: £50.00","1. Customer opens PBL link
2. Enters card number, expiry
3. CVV field: Not required
4. Submits payment
5. Non-3DS flow executed","1. Payment SUCCESSFUL (Non-3DS, No CVV) ✓

Database - payments table:
-> transaction_status_id: 1 (success)
-> transaction_mode_id: 1 (non-3DS)
-> cvv_provided: 0 (not required)
-> gross: £50.00

Validation:
-> CVV check: Bypassed
-> 3DS: Not triggered
-> Transaction approved

2. Fast checkout (no CVV, no 3DS) ✓",pbl;cvv;non_3ds;override;positive_test,P2,
Pay By Link,CVV & 3DS,PBL-AUTH,PBL-CVV-002,"Pay By Link - Saved card page redirect (no CVV, no 3DS)","- cvv_check: false, threeds_check: false
- Saved card exists
- Customer selects saved card","- Saved card: Visa ending 1234
- CVV: Not required
- 3DS: Disabled","1. Customer opens PBL link
2. Selects saved card
3. CVV not requested
4. Redirected to saved card confirmation
5. Payment processes","1. Redirect to saved card page ✓

Flow:
-> Saved card selected
-> No CVV prompt
-> Confirmation page shown
-> Customer confirms
-> Payment processed

Database - payments table:
-> transaction_status_id: 1
-> transaction_method_id: 2 (saved card)
-> transaction_mode_id: 1 (non-3DS)

2. Smooth saved card experience ✓",pbl;saved_card;no_cvv;redirect;positive_test,P2,
Pay By Link,CVV & 3DS,PBL-AUTH,PBL-CVV-003,Pay By Link - 3DS enforced without CVV,"- cvv_check: false, threeds_check: true
- 3DS required, CVV not required","- Card: Visa 4929 4212 3460 0821
- CVV: Not entered
- Amount: £50.00","1. Customer opens PBL link
2. Enters card without CVV
3. Submits payment
4. Redirected to 3DS challenge
5. Completes 3DS
6. Payment processes","1. 3DS authentication TRIGGERED ✓

Flow:
-> CVV: Not required
-> 3DS: Required
-> Customer redirected to 3DS page
-> Challenge completed
-> Payment approved

Database - payments table:
-> transaction_status_id: 1
-> transaction_mode_id: 2 (3DS)
-> cvv_provided: 0
-> three_ds_authenticated: 1

2. 3DS without CVV works ✓",pbl;3ds;no_cvv;authentication;positive_test,P2,
Pay By Link,CVV & 3DS,PBL-AUTH,PBL-CVV-004,Pay By Link - CVV required but not provided,"- cvv_check: true
- CVV validation required
- Customer doesn't enter CVV","- Card: Visa 4929 4212 3460 0821
- Expiry: 12/2026
- CVV: Not entered (required)","1. Customer enters card details
2. Skips CVV field (or blank)
3. Submits payment
4. Validation fails","1. Payment DECLINED ✓

Error Response:
-> Error: ""CVV required""
-> Message: ""Please enter the CVV code""
-> Field: CVV highlighted

Database - payments table:
-> transaction_status_id: 2 (failed)
-> reason: ""CVV required but not provided""

2. CVV validation enforced ✓
3. Customer prompted to retry ✓",pbl;cvv;required;validation;negative_test,P2,
Pay By Link,CVV & 3DS,PBL-AUTH,PBL-CVV-005,"Pay By Link - CVV required, 3DS disabled (CVV-only flow)","- cvv_check: true, threeds_check: false
- CVV required, 3DS not required","- Card: Visa 4929 4212 3460 0821
- CVV: 123 (provided)
- Amount: £50.00","1. Customer enters card with CVV
2. Submits payment
3. CVV validated
4. Payment processes (no 3DS)","1. Payment SUCCESSFUL ✓

Database - payments table:
-> transaction_status_id: 1 (success)
-> transaction_mode_id: 1 (non-3DS)
-> cvv_provided: 1
-> gross: £50.00

Validation:
-> CVV: Validated
-> 3DS: Not triggered
-> Payment approved

2. CVV-only flow works ✓",pbl;cvv;validation;non_3ds;positive_test,P2,
Pay By Link,CVV & 3DS,PBL-AUTH,PBL-CVV-006,"Pay By Link - CVV and 3DS both required, CVV missing","- cvv_check: true, threeds_check: true
- Both CVV and 3DS required
- CVV not provided","- Card: Visa 4929 4212 3460 0821
- CVV: Not entered (required)
- Amount: £50.00","1. Customer enters card without CVV
2. Submits payment
3. CVV validation fails","1. Payment DECLINED ✓

Error Response:
-> Error: ""CVV required""
-> Message: ""CVV is mandatory for this transaction""
-> 3DS: Not reached (CVV validation first)

Database - payments table:
-> transaction_status_id: 2 (failed)
-> reason: ""CVV validation failed""

2. CVV validation blocks payment ✓
3. Never reaches 3DS step ✓",pbl;cvv;3ds;validation;negative_test,P2,
Pay By Link,CVV & 3DS,PBL-AUTH,PBL-CVV-007,"Pay By Link - CVV and 3DS both required, successful flow","- cvv_check: true, threeds_check: true
- CVV provided, 3DS completed","- Card: Visa 4929 4212 3460 0821
- CVV: 123 (provided)
- Amount: £50.00","1. Customer enters card with CVV
2. Submits payment
3. CVV validated
4. Redirected to 3DS challenge
5. Completes 3DS
6. Payment processes","1. Payment SUCCESSFUL ✓

Flow:
-> CVV: Validated ✓
-> 3DS: Triggered ✓
-> Challenge: Completed ✓
-> Payment: Approved ✓

Database - payments table:
-> transaction_status_id: 1 (success)
-> transaction_mode_id: 2 (3DS)
-> cvv_provided: 1
-> three_ds_authenticated: 1
-> gross: £50.00

2. Full security flow completed ✓",pbl;cvv;3ds;full_security;positive_test,P1,
Pay By Link,Retry & Duplicate,PBL-RETRY,PBL-RTY-001,Pay By Link - Retry payment after initial failure,"- PBL link active
- First payment failed (insufficient funds)
- Link still valid for retry","- First attempt: Declined (insufficient funds)
- Second attempt: Different card with funds
- Amount: £50.00","1. First payment fails
2. Customer retries with different card
3. Second payment submits
4. Verify only one successful payment","1. First payment FAILED ✓

Database - payments table (attempt 1):
-> transaction_status_id: 2 (failed)
-> reason: ""Insufficient funds""

2. Retry allowed ✓

3. Second payment SUCCESSFUL ✓

Database - payments table (attempt 2):
-> transaction_status_id: 1 (success)
-> gross: £50.00

4. Only ONE successful payment ✓
5. PBL link marked as used after success ✓
6. First failed attempt logged ✓",pbl;retry;failure_recovery;positive_test,P1,
Pay By Link,Retry & Duplicate,PBL-RETRY,PBL-RTY-002,Pay By Link - Duplicate payment prevention,"- PBL link used
- First payment successful
- Customer attempts to pay again","- First payment: Successful (£50.00)
- PBL status: Used
- Second attempt: Same link","1. First payment completes
2. Link marked as used
3. Customer opens link again
4. Duplicate detected
5. Second payment blocked","1. Duplicate BLOCKED ✓

Response:
-> Status: Link already used
-> Error: ""This payment link has been used""
-> Message: ""Payment already completed""
-> First payment reference shown

Database - payments table:
-> Only ONE payment entry
-> No duplicate payment

Database - pbl_links table:
-> status: Used
-> payment_count: 1
-> duplicate_attempts: Logged

2. Customer cannot pay twice ✓
3. Idempotency maintained ✓",pbl;duplicate;idempotency;prevention;negative_test,P1,
Pay By Link,Refund,PBL-REFUND,PBL-REF-001,Pay By Link - Full refund of completed payment,"- PBL payment successful
- Original payment: £50.00
- Refund requested: £50.00 (full)","- Original payment_id: 12345
- Amount: £50.00
- Refund amount: £50.00 (100%)","1. Merchant initiates full refund
2. Refund processes via Cardstream
3. Customer receives refund
4. Database updated","1. Refund SUCCESSFUL ✓

Database - payments table (refund entry):
-> transaction_status_id: 1 (success)
-> gross: -£50.00 (negative for refund)
-> original_payment_id: 12345
-> refund_type: Full

Original payment:
-> refund_status: Fully refunded
-> refunded_amount: £50.00

2. Full amount refunded ✓
3. Customer notified ✓",pbl;refund;full_refund;positive_test,P1,
Pay By Link,Refund,PBL-REFUND,PBL-REF-002,Pay By Link - Partial refund of completed payment,"- PBL payment successful
- Original payment: £50.00
- Refund requested: £20.00 (partial)","- Original payment_id: 12345
- Original amount: £50.00
- Refund amount: £20.00 (40%)","1. Merchant initiates partial refund
2. Refund amount: £20.00
3. Refund processes
4. Database updated","1. Partial refund SUCCESSFUL ✓

Database - payments table (refund entry):
-> transaction_status_id: 1
-> gross: -£20.00
-> original_payment_id: 12345
-> refund_type: Partial

Original payment:
-> refund_status: Partially refunded
-> refunded_amount: £20.00
-> remaining: £30.00

2. Partial amount refunded ✓
3. Original payment still valid ✓",pbl;refund;partial_refund;positive_test,P1,
Pay By Link,Webhook,PBL-WEBHOOK,PBL-WHK-001,Pay By Link - Webhook payload validation,"- Webhook URL configured
- PBL payment completed
- Webhook system active","- Payment: Successful (£50.00)
- Webhook URL: https://merchant.com/webhook
- Event: payment.success","1. PBL payment completes
2. Webhook triggered
3. Payload sent to merchant
4. Verify payload structure","1. Webhook sent SUCCESSFULLY ✓

Webhook Payload:
{
  ""event"": ""payment.success"",
  ""payment_id"": ""12345"",
  ""pbl_reference"": ""PBL-2024-XXXXX"",
  ""amount"": 50.00,
  ""currency"": ""GBP"",
  ""status"": ""success"",
  ""merchant_id"": ""123"",
  ""timestamp"": ""2024-12-29T10:00:00Z"",
  ""psp_reference"": ""Cardstream-ref-123""
}

Database - webhook_log table:
-> event_type: payment.success
-> payload: Complete JSON
-> status: Delivered
-> response_code: 200
-> sent_at: Timestamp

2. Merchant receives webhook ✓
3. Correct payload structure ✓",pbl;webhook;event;validation;positive_test,P1,
Pay By Link,MIT Token,PBL-MIT,PBL-MIT-001,Pay By Link - MIT token generation on new card payment,"- PBL payment with new card
- MIT (Merchant Initiated Transaction) enabled
- Token creation configured","- Card: Visa 4929 4212 3460 0821
- Amount: £50.00
- Save card option: Yes","1. Customer completes PBL payment
2. New card used
3. MIT token generated
4. Token stored","1. Payment SUCCESSFUL with token ✓

Database - payments table:
-> transaction_status_id: 1
-> transaction_method_id: 1 (new card)
-> master_token_id: Token ID

Database - master_token table:
-> token: Cardstream token
-> scheme_name: 'visa'
-> last_4_digit: '1111'
-> delete_status: 0

Database - mit_token_info table:
-> token_id: Links to master_token
-> merchant_id: Merchant ID
-> shopper_id: Customer ID
-> created_from: PBL
-> pbl_reference: PBL-2024-XXXXX
-> status: Active

2. MIT token created ✓
3. Available for future MIT transactions ✓",pbl;mit_token;token_generation;recurring;positive_test,P1,
Pay By Link,Pre-Auth Delayed Capture,PA-DELAY,PBL-PREAUTH-DELAY-001,Pre-auth with valid captureDelayHours - EventBridge Scheduler Creation,"- MID configured for Cardstream Pre-Auth with capture delay enabled
- EventBridge Scheduler permissions configured
- SQS queue 'preauth-manual-capture' exists
- Merchant account has pre-auth feature enabled","Checkout payload: transaction_type=PRE_AUTH, captureDelayHours=<valid_positive_integer>, redirect_url=<merchant_redirect_url>
Shopper: shopper_id=<unique_shopper_id>, email=<shopper_email>, first_name=<first_name>, last_name=<last_name>
Card: Visa test card with 3DS enabled, expiry=<future_date>, cvc=<valid_cvc>
Country: UK (timezone: Europe/London)","1. Launch Cardstream checkout with PRE_AUTH transaction_type and captureDelayHours in payload
2. Complete payment including 3DS authentication if prompted
3. Capture psp_reference and payment_id from successful response
4. Query EventBridge Scheduler to verify scheduler creation
5. Verify scheduler execution time matches authorization_time + captureDelayHours adjusted for timezone
6. Verify scheduler target points to correct SQS queue ARN
7. Verify scheduler state is ENABLED
8. Validate scheduler payload contains required fields
9. Validate payment table for transaction_status_id=13 (Pre-Auth)
10. Validate preauth_txn_request_timeline table for Pre-auth entry with status
11. Validate Cardstream Dashboard shows authorization transaction","1. Pre-authorization completes successfully with authorization_status=AUTHORIZED
2. Payment table: transaction_status_id=14 (Pre-Auth), psp_reference recorded
3. preauth_txn_request_timeline table contains entry:
   - payment_id: matches transaction
   - request_type: 'PRE_AUTH'
   - status: 'AUTHORIZED' or 'SUCCESS'
   - created_at: authorization timestamp
   - request_payload: contains authorization request data
   - response_payload: contains PSP response
4. EventBridge Scheduler created with:
   - Name pattern: preauth-capture-<order_id>-<timestamp>
   - Schedule: one-time execution at authorization_time + captureDelayHours (Europe/London timezone)
   - Target: SQS queue ARN for 'preauth-manual-capture'
   - State: ENABLED
   - FlexibleTimeWindow: OFF (exact execution time)
5. Scheduler payload contains: {order_id, payment_id, psp_reference, merchant_id, captureDelayHours}
6. Scheduler logs indicate successful creation
7. No immediate capture webhook sent (authorization only)
8. Payment remains in Pre-Auth status until scheduled capture time
9. Cardstream Dashboard validation:
   - Transaction appears with PSP reference
   - Payment method shows as authorized (not captured)
   - Authorization amount displayed correctly
   - Transaction status shows as 'Authorized'",preauth_delayed_capture;valid_delay;eventbridge;scheduler_creation;db_validation;adyen_dashboard,P0,Not Automated
Pay By Link,Pre-Auth Delayed Capture,PA-DELAY,PBL-PREAUTH-DELAY-002,Pre-auth with negative captureDelayHours - Validation Error,"- MID configured for Cardstream Pre-Auth
- API validation layer active
- Negative value validation enabled","Checkout payload: transaction_type=PRE_AUTH, captureDelayHours=<negative_integer>, redirect_url=<merchant_redirect_url>
Shopper: shopper_id=<unique_shopper_id>, email=<shopper_email>
Card: Valid test card credentials
Examples to test: captureDelayHours=-1, -5, -24, -100","1. Send checkout request with negative captureDelayHours value
2. Observe API validation response
3. Verify error message clarity
4. Confirm no transaction created in payment table
5. Verify no EventBridge Scheduler created
6. Verify no entry in preauth_txn_request_timeline table
7. Test with multiple negative values to ensure consistent validation","1. API returns validation error immediately
2. HTTP status: 400 Bad Request
3. Error response structure:
   {
     ""error"": ""INVALID_CAPTURE_DELAY"",
     ""message"": ""captureDelayHours must be a positive integer"",
     ""field"": ""captureDelayHours"",
     ""provided_value"": <negative_value>
   }
4. Payment table: No entry created (transaction rejected at validation stage)
5. preauth_txn_request_timeline table: No entry created
6. No EventBridge Scheduler created
7. Error logged in API gateway logs for monitoring
8. Consistent validation error across all negative values tested
9. Cardstream Dashboard: No transaction record (validation failed before PSP call)",preauth_delayed_capture;validation;negative_value;error_handling,P1,Not Automated
Pay By Link,Pre-Auth Delayed Capture,PA-DELAY,PBL-PREAUTH-DELAY-003,Pre-auth with decimal captureDelayHours - Validation Error,"- MID configured for Cardstream Pre-Auth
- Data type validation enabled
- Integer field validation active","Checkout payload: transaction_type=PRE_AUTH, captureDelayHours=<decimal_number>, redirect_url=<merchant_redirect_url>
Shopper: shopper_id=<unique_shopper_id>, email=<shopper_email>
Card: Valid test card credentials
Examples to test: captureDelayHours=1.5, 24.75, 0.5, 12.999","1. Send checkout request with decimal captureDelayHours value
2. Observe API validation response
3. Verify error indicates data type mismatch
4. Confirm no transaction created in payment table
5. Verify no entry in preauth_txn_request_timeline table
6. Test with various decimal values
7. Verify consistent validation behavior","1. Pre-authorization completes successfully with authorization_status=AUTHORIZED and the integer value will only be taken and the number of hours will be updated.
2. Payment table: transaction_status_id=14 (Pre-Auth), psp_reference recorded
3. preauth_txn_request_timeline table contains entry:
   - payment_id: matches transaction
   - request_type: 'PRE_AUTH'
   - status: 'AUTHORIZED' or 'SUCCESS'
   - created_at: authorization timestamp
   - request_payload: contains authorization request data
   - response_payload: contains PSP response
4. EventBridge Scheduler created with:
   - Name pattern: preauth-capture-<order_id>-<timestamp>
   - Schedule: one-time execution at authorization_time + captureDelayHours (Europe/London timezone)
   - Target: SQS queue ARN for 'preauth-manual-capture'
   - State: ENABLED
   - FlexibleTimeWindow: OFF (exact execution time)
5. Scheduler payload contains: {order_id, payment_id, psp_reference, merchant_id, captureDelayHours}
6. Scheduler logs indicate successful creation
7. No immediate capture webhook sent (authorization only)
8. Payment remains in Pre-Auth status until scheduled capture time
9. Cardstream Dashboard validation:
   - Transaction appears with PSP reference
   - Payment method shows as authorized (not captured)
   - Authorization amount displayed correctly
   - Transaction status shows as 'Authorized'",preauth_delayed_capture;validation;decimal_value;data_type_error,P1,Not Automated
